Location,ApertureWidth,ApertureLength,Circularity,N.Telochonc.Whorls,Whorl.First.Primary,N.Primary.Whorls,Whorl.Axial.Striae,Whorl.Tertiary.Groove,Whorl.Spiral.Striae
Jamaica,9,12.3,0.73,8,3,2,2,8,8
Jamaica,8.7,11.9,0.73,7,3,2,2,7,6
Jamaica,8.4,11.2,0.75,8,3,1,1,7,5
Jamaica,7.7,10.2,0.75,8,2,3,1,7,7
Jamaica,8.1,10.8,0.75,7,3,5,2,6,5
Jamaica,8.5,11.3,0.75,7,3,5,1,6,6
Jamaica,7.4,10.1,0.73,7,2,2,2,7,6
Jamaica,8,10.3,0.78,8,4,5,1,7,7
Jamaica,8.5,11.4,0.75,8,3,4,1,8,6
Jamaica,9.8,12.9,0.76,7,3,4,1,0,0
Jamaica,7.7,10.6,0.73,7,3,6,1,7,5
Jamaica,7.3,10.2,0.72,7,2,2,1,7,7
Jamaica,8.3,11,0.75,7,3,3,2,7,7
Jamaica,8.5,11.4,0.75,7,3,3,2,7,0
Jamaica,8.1,10.7,0.76,8,3,2,1,8,7
Jamaica,7.5,10.8,0.69,7,3,4,1,7,6
Jamaica,8.1,10.7,0.76,7,2,2,1,7,5
Jamaica,8.5,11.1,0.77,7,3,5,1,6,5
Jamaica,8.9,12,0.74,6,1,7,1,6,5
Jamaica,9.3,12,0.78,7,3,6,2,7,5
Jamaica,8.8,12,0.73,7,2,3,1,6,6
Jamaica,7.3,9.6,0.76,7,2,1,1,6,5
Jamaica,7.6,10.4,0.73,7,3,3,1,7,6
Jamaica,9.3,12,0.78,7,3,4,3,7,6
Jamaica,8.8,12.1,0.73,7,3,4,3,7,6
Jamaica,8.3,11.7,0.71,7,3,4,1,7,5
Jamaica,7.2,9.9,0.73,8,2,2,1,7,4
Jamaica,8,10.8,0.74,7,2,3,1,7,5
Jamaica,8.5,11.8,0.72,7,2,3,2,6,0
Jamaica,7.8,10.5,0.74,8,3,3,2,7,5
Jamaica,7,9.8,0.71,7,3,3,1,6,0
Jamaica,7.8,10.6,0.74,7,3,9,2,6,5
Jamaica,8.9,12.3,0.72,7,2,2,2,7,0
Jamaica,7.9,10.4,0.76,7,3,4,1,7,5
Jamaica,8.5,11.1,0.77,7,4,3,1,7,6
Jamaica,7.9,10.7,0.74,7,3,5,2,6,5
Jamaica,7,10.1,0.69,8,2,3,1,8,7
Jamaica,8.1,10.8,0.75,8,4,4,1,8,8
Jamaica,8.7,11.5,0.76,7,3,3,1,7,0
Jamaica,8,10.4,0.77,8,2,2,1,8,7
Jamaica,7.3,9.5,0.77,7,2,4,1,6,7
Jamaica,8.2,11.1,0.74,8,3,4,1,8,6
Jamaica,7.9,10.5,0.75,7,2,2,1,6,7
Jamaica,8.2,10.9,0.75,6,3,5,2,6,5
Jamaica,7.5,9.6,0.78,6,2,4,1,6,4
Jamaica,5.9,8,0.74,7,2,4,1,6,7
Jamaica,5.2,7.6,0.68,7,1,3,1,6,5
Jamaica,5.8,7.7,0.75,7,2,3,1,6,5
Jamaica,7,9.1,0.77,7,3,4,1,6,5
Jamaica,5.5,7.6,0.72,6,1,3,1,6,4
Jamaica,4.3,6.3,0.68,6,3,4,1,6,6
Jamaica,5.3,7.1,0.75,7,3,3,1,0,0
Jamaica,5.1,6.2,0.82,7,3,4,1,7,0
Jamaica,5.8,8.1,0.72,7,2,5,2,6,7
Jamaica,5.8,8.2,0.71,7,2,4,1,7,0
Jamaica,7.6,10,0.76,6,2,4,1,6,4
Jamaica,7.2,9.7,0.74,7,2,4,1,6,5
Jamaica,7,9,0.78,7,2,5,1,5,4
Jamaica,7.9,10.6,0.75,8,3,3,2,8,8
Jamaica,7.8,11.3,0.69,8,2,3,1,6,5
Nigeria,12.8,16,0.8,8,3,7,3,8,0
Nigeria,10.5,13.4,0.78,7,3,5,3,7,7
Nigeria,8.2,11.5,0.71,7,3,5,1,7,7
Nigeria,8.2,10.5,0.78,7,3,6,1,7,0
Senegal,12.2,17,0.72,7,3,8,3,7,7
Senegal,10,13.8,0.72,7,2,3,2,6,0
Senegal,10.4,14.2,0.73,7,2,4,1,7,6
Senegal,11.1,14,0.79,7,3,6,3,7,0
Liberia,12,16,0.75,7,3,8,2,6,0
Liberia,12.2,16.5,0.74,7,3,3,2,7,0
Liberia,10.7,14.5,0.74,7,2,3,1,7,7
Sleone,8.7,11.3,0.77,7,3,4,1,7,0
Sleone,7.5,10.3,0.73,6,2,7,1,6,0
Senegal,11.9,16.7,0.71,7,2,3,3,6,0
Senegal,13.2,17.8,0.74,7,4,3,4,7,0
Senegal,11.9,15.4,0.77,7,3,3,3,7,0
Senegal,11.2,14.2,0.79,7,2,4,1,7,7
Senegal,13.4,16.7,0.8,7,3,4,4,7,0
Senegal,11.4,16,0.71,6,2,4,3,6,0
Congo,11.3,14.1,0.8,7,2,1,3,7,0
Congo,10.4,13.5,0.77,7,3,5,2,7,0
Congo,10,12.5,0.8,7,4,7,3,7,0
Congo,9.8,12.9,0.76,7,2,4,1,7,0
Ghana,10,13.8,0.72,5,1,4,1,5,5
Ghana,8.1,11.3,0.72,6,1,4,1,5,6
Ghana,9.7,13.1,0.74,6,2,2,2,6,6
Ghana,7.5,10.4,0.72,5,1,6,1,5,5
Angola,7.8,11.1,0.7,7,1,2,2,7,0
Angola,9.2,12.7,0.72,7,2,5,2,7,6
Angola,7.5,9.8,0.77,7,3,4,2,7,0
Angola,6.7,8.8,0.76,7,1,2,2,6,5
Angola,8.3,10.8,0.77,7,2,4,1,5,4
Angola,7.7,10.2,0.75,7,1,3,1,5,4
Angola,8.1,10.6,0.76,7,2,2,1,7,6
Angola,7.2,10.2,0.71,7,1,4,1,5,4
Angola,6.4,8.6,0.74,6,2,4,2,5,3
Angola,6,8.9,0.67,6,2,4,1,6,6
Angola,5.1,6.9,0.74,6,2,2,1,5,6
Congo,10.9,15.2,0.72,7,2,3,3,7,7
Congo,11.3,14.5,0.78,7,1,6,1,6,3
Congo,10.1,13.6,0.74,7,1,3,1,7,7
Congo,9.3,12.7,0.73,6,1,3,2,6,0
Congo,10.2,13.2,0.77,7,1,2,1,6,7
Congo,11.5,15.4,0.75,7,1,1,1,0,0
Congo,7.2,10.2,0.71,6,1,3,1,6,0
Congo,7.7,10.8,0.71,7,2,3,1,7,6
Congo,7.8,9.9,0.79,6,1,2,1,6,6
Congo,6.2,7.8,0.79,6,2,3,1,6,6
Congo,6.4,8,0.8,7,3,7,3,7,5
Sleone,6,8.2,0.73,6,4,8,4,6,0
Sleone,4.6,6.3,0.73,6,2,1,2,6,0
Sleone,6.3,8.1,0.78,6,3,6,2,6,0
Sleone,5,6.7,0.75,7,3,4,2,6,0
Sleone,4.7,6.2,0.76,6,3,4,3,6,0
Sleone,6,8.2,0.73,6,2,6,1,6,6
Sleone,5,7.1,0.7,7,3,3,2,7,6
Sleone,5,7.3,0.68,7,3,3,2,6,7
Sleone,3.6,4.3,0.84,6,3,3,2,6,6
Sleone,4.3,5.7,0.75,6,2,2,2,6,0
Sleone,4.9,7.2,0.68,7,3,3,1,7,0
Sleone,4.7,6.4,0.73,6,2,7,1,6,5
Sleone,4.4,5.8,0.76,6,3,7,2,6,6
Sleone,4.1,5.9,0.69,5,2,7,2,5,3
Sleone,4,5.1,0.78,6,3,6,1,6,5
Sleone,5,7,0.71,7,3,4,3,7,6
Sleone,5,6.8,0.74,6,3,6,2,6,6
Sleone,4.2,6.4,0.66,6,3,3,1,6,6
Sleone,3.9,5.7,0.68,6,3,3,1,6,0
Sleone,3.5,4.9,0.71,5,3,6,2,5,5
Sleone,4.3,6.1,0.7,7,2,3,2,7,7
Sleone,9.4,7.2,1.31,7,3,4,2,7,7
Sleone,4,5.9,0.68,6,3,5,1,6,0
Sleone,4.4,6.3,0.7,7,3,4,2,7,0
Sleone,4.1,5.5,0.75,6,3,5,2,6,0
Sleone,4.2,5.9,0.71,6,3,6,1,6,0
Sleone,4.3,5.7,0.75,6,3,5,2,6,6
Sleone,3.9,5.7,0.68,6,3,6,2,6,0
Sleone,4.3,6.2,0.69,6,2,3,2,6,6
Sleone,1.7,2.4,0.71,4,2,4,1,0,4
Sleone,5.2,7.5,0.69,6,3,7,2,5,5
Sleone,3.9,5.5,0.71,5,2,8,1,5,4
Sleone,3.1,4.2,0.74,5,2,6,1,5,0
Sleone,4.1,5.8,0.71,6,3,7,1,6,0
Sleone,3.7,5.4,0.69,5,3,6,2,5,0
Sleone,4.8,6.3,0.76,6,3,4,2,6,5
Sleone,3.9,5.2,0.75,6,3,5,1,6,6
Sleone,3.4,5.2,0.65,6,3,6,3,5,4
Sleone,3.2,4.9,0.65,5,3,6,2,5,0
Sleone,2.6,3.2,0.81,5,3,3,1,0,5
Sleone,5.2,6.7,0.78,7,3,4,1,6,6
Sleone,4.3,5.7,0.75,6,3,5,2,6,6
Sleone,5,7,0.71,7,2,3,2,6,7
Sleone,4.6,6.1,0.75,6,3,5,2,6,4
Sleone,3.5,5.2,0.67,6,3,4,3,6,4
Sleone,3.1,5.1,0.61,6,3,6,3,6,6
Sleone,4.7,6.5,0.72,6,3,5,2,6,6
Sleone,3.1,4.8,0.65,6,4,4,1,6,0
Sleone,1.5,2.4,0.63,4,2,9,2,0,4
Principe,4,5.3,0.75,6,2,4,1,6,0
Principe,4.1,5.4,0.76,5,2,7,1,0,0
Principe,4,4.6,0.87,6,2,3,3,0,5
Principe,3.2,4.2,0.76,5,2,5,2,5,5
Principe,2.4,3.7,0.65,5,2,4,1,0,0
Principe,4.4,4.9,0.9,6,2,3,1,6,0
Principe,5,6.3,0.79,6,2,4,2,6,0
Gabon,6.5,8.9,0.73,7,3,3,1,6,7
Gabon,11.6,15.1,0.77,7,1,5,1,6,0
Gabon,8,11.5,0.7,7,1,2,1,5,6
Gabon,6.7,9.3,0.72,7,1,3,1,5,5
Gabon,11.7,15.1,0.77,7,2,6,1,6,0
Gabon,9.3,12.8,0.73,6,1,7,2,6,0
Nigeria,5.1,7.4,0.69,6,2,3,1,6,6
Nigeria,4.8,7.2,0.67,6,2,4,2,5,6
Nigeria,6,8,0.75,7,2,3,2,7,7
Nigeria,5.1,7.5,0.68,6,1,4,1,6,0
Nigeria,5,6.5,0.77,6,3,5,2,0,0
Nigeria,6.1,8.1,0.75,6,2,4,2,6,6
Nigeria,6.6,7.9,0.84,7,2,4,2,7,0
Nigeria,4.6,6.6,0.7,6,2,3,1,0,6
Sleone,10.9,14.5,0.75,6,1,4,1,0,0
Sleone,8.3,11,0.75,7,3,5,2,7,0
Sleone,10.7,13.9,0.77,6,1,6,1,6,0
Sleone,4.6,6.2,0.74,6,1,3,1,6,4
Sleone,4.3,6.1,0.7,6,2,2,1,6,5
Sleone,5.3,7.2,0.74,7,2,5,1,6,6
Sleone,3.9,5.5,0.71,6,2,4,2,6,5
Sleone,3.7,5.4,0.69,6,3,5,1,6,5
Sleone,5,6.7,0.75,6,3,4,3,0,0
Sleone,4.6,6.3,0.73,6,2,4,1,6,5
Sleone,6,7.7,0.78,6,3,4,1,0,0
Sleone,4.2,5.8,0.72,6,2,3,1,6,0
Sleone,4,5.9,0.68,6,3,7,1,6,6
Sleone,4.5,6.5,0.69,7,2,5,1,7,5
Sleone,4.9,6.7,0.73,7,3,3,2,7,5
Sleone,4.1,5.6,0.73,6,3,6,1,0,6
Sleone,5.1,7.1,0.72,7,3,5,2,7,6
Sleone,4.1,5.5,0.75,6,3,5,2,6,6
Sleone,4.7,6.8,0.69,7,3,4,1,7,6
Sleone,4.6,6.6,0.7,6,3,8,1,0,0
Sleone,5.2,7.1,0.73,7,2,3,1,7,0
Sleone,4.8,6.4,0.75,6,3,4,1,0,0
Sleone,5.2,6.4,0.81,6,2,4,2,0,0
Sleone,4.6,5.9,0.78,6,3,6,2,6,0
Sleone,4.9,5.8,0.84,6,2,3,2,6,6
Sleone,4.3,5.8,0.74,5,2,3,3,5,0
Sleone,4.3,5.7,0.75,6,4,6,1,6,0
Sleone,4.3,5.7,0.75,6,3,6,2,6,5
Sleone,2.1,3.3,0.64,6,2,2,2,0,6
Sleone,5.1,7.1,0.72,7,3,4,2,6,7
Sleone,4.3,6.2,0.69,7,4,4,3,7,0
Sleone,5.2,7.1,0.73,6,3,6,1,6,0
Sleone,5.1,6.2,0.82,6,2,4,2,6,5
Sleone,4.4,6.2,0.71,7,3,7,2,6,6
Sleone,3.8,5.2,0.73,6,2,4,2,6,5
Sleone,4.8,6.4,0.75,7,2,3,2,7,0
Sleone,4.7,6.5,0.72,7,3,4,2,7,6
Sleone,4.2,5.7,0.74,6,3,6,2,6,0
Sleone,4.4,5.7,0.77,6,2,3,1,6,5
Sleone,4,5.9,0.68,6,2,4,1,6,6
Sleone,4.5,6.1,0.74,6,3,4,2,6,4
Sleone,4.3,6.3,0.68,7,3,5,2,7,6
Sleone,4.5,6.1,0.74,7,3,7,1,7,7
Sleone,4,5,0.8,6,3,6,2,6,6
Sleone,4.1,5.5,0.75,6,4,6,2,6,5
Sleone,3.3,4.9,0.67,6,3,5,1,6,6
Sleone,4.1,5.8,0.71,6,3,6,2,6,6
Sleone,3.8,5.7,0.67,6,3,7,2,6,5
Sleone,4.5,6,0.75,6,2,3,2,6,0
Sleone,4.5,6.2,0.73,6,3,5,2,6,0
Sleone,4.5,5.7,0.79,7,4,7,2,7,0
Sleone,4.4,5.4,0.81,6,3,6,2,6,5
Sleone,4.7,6.5,0.72,7,3,6,2,6,5
Sleone,3.5,5.7,0.61,6,3,4,2,6,5
Sleone,4.2,6.2,0.68,7,3,4,2,7,7
Sleone,4.2,5.7,0.74,6,3,5,2,6,4
Sleone,4.1,5.3,0.77,6,3,6,2,5,0
Sleone,3,4.6,0.65,5,2,4,1,5,0
Sleone,2.7,4.2,0.64,5,3,7,2,5,5
Sleone,4.8,6.4,0.75,6,3,6,2,5,6
Sleone,4.4,5.8,0.76,6,3,6,2,6,6
Sleone,4,5.7,0.7,6,3,5,2,6,6
Sleone,4,5.9,0.68,6,3,4,3,6,6
Sleone,3.8,5.4,0.7,6,2,2,2,6,5
Sleone,3.8,5.4,0.7,7,4,6,2,7,6
Sleone,4.1,5.7,0.72,6,3,8,2,6,5
Sleone,4.1,6,0.68,7,4,5,2,6,7
Sleone,4.1,5.3,0.77,6,3,6,2,6,5
Sleone,3.2,4.4,0.73,6,3,4,2,6,6
Sleone,3.3,4.4,0.75,6,3,5,2,6,6
Sleone,2.7,3.7,0.73,5,2,4,1,0,4
Sleone,2.4,3.4,0.71,5,3,5,1,0,5
Sleone,2,2.9,0.69,5,3,4,1,5,4
Sleone,1.7,2.4,0.71,5,3,4,3,0,0
Sleone,6.7,8.8,0.76,6,2,6,1,6,0
Sleone,4.7,6.7,0.7,6,2,2,2,6,6
Sleone,4.9,6.5,0.75,6,2,5,1,6,5
Sleone,5,6.6,0.76,6,3,4,2,6,4
Sleone,4.8,6.3,0.76,6,3,6,2,0,0
Sleone,5.3,6.5,0.82,7,3,3,2,7,0
Ghana,3.9,5.9,0.66,6,3,4,1,6,6
Ghana,4.8,6.7,0.72,6,2,5,1,5,3
Ghana,5,6.7,0.75,6,2,5,1,5,4
Ghana,4.7,6.5,0.72,6,2,6,1,5,4
Ghana,4.3,5.6,0.77,6,2,4,1,5,4
Ghana,4.3,5.9,0.73,6,2,4,1,6,5
Ghana,5,6.8,0.74,6,2,2,1,6,5
Ghana,3.4,5.2,0.65,6,3,7,1,6,5
Ghana,4.5,6.1,0.74,6,1,4,1,6,5
Ghana,4.3,5.6,0.77,6,2,4,1,6,5
Ghana,4.3,6.1,0.7,6,1,3,1,5,5
Ghana,3.7,5.6,0.66,6,1,3,1,6,5
Ghana,4.1,5.7,0.72,6,1,3,1,6,5
Ghana,3.6,5.5,0.65,6,1,4,1,6,5
Ghana,3.4,5,0.68,6,1,3,1,5,6
Ghana,3.6,5,0.72,6,2,4,1,5,0
Ghana,4.5,6,0.75,6,3,4,1,5,6
Ghana,3.5,4.9,0.71,6,3,5,2,6,6
Ghana,3.2,5.1,0.63,6,3,5,2,6,6
Ghana,4,5.6,0.71,6,3,6,1,6,5
Ghana,4.4,6,0.73,6,2,4,2,6,5
Ghana,4.2,5.6,0.75,6,2,3,1,6,5
Ghana,3.7,5.3,0.7,6,1,3,1,5,5
Ghana,4.1,5.8,0.71,6,2,4,1,5,5
Ghana,3.3,4.3,0.77,5,2,6,2,5,5
Ghana,4.1,5.7,0.72,6,2,7,1,5,6
Ghana,3.5,5,0.7,6,3,5,1,6,6
Ghana,5,7,0.71,6,1,3,1,6,5
Ghana,4.8,5.9,0.81,6,2,4,1,6,5
Ghana,3.7,5.1,0.73,6,3,5,2,6,5
Ghana,4.6,6.2,0.74,6,2,6,1,5,4
Ghana,3.8,5.5,0.69,6,1,3,1,6,5
Ghana,3.9,5.4,0.72,6,1,4,1,6,5
Ghana,3.8,5.1,0.75,6,3,4,2,6,5
Ghana,4.6,5.8,0.79,6,2,4,2,6,4
Ghana,4.3,6,0.72,7,2,4,1,6,5
Ghana,4.3,6.1,0.7,6,1,3,1,6,5
Ghana,3.9,6,0.65,6,2,5,2,6,6
Ghana,4.1,5.8,0.71,6,1,2,1,6,5
Ghana,4.2,6.1,0.69,6,2,5,2,6,5
Ghana,3.3,4.8,0.69,5,2,6,1,0,5
Ghana,3.2,4.9,0.65,6,2,3,2,6,6
Ghana,3.5,4.8,0.73,6,2,4,2,6,6
Ghana,4.2,5.9,0.71,6,2,5,1,6,5
Ghana,3.6,5.4,0.67,6,2,2,2,6,6
Ghana,3.4,4.9,0.69,5,1,3,1,5,4
Ghana,3.7,4.9,0.76,6,3,4,1,6,5
Ghana,4,5.6,0.71,6,1,3,1,5,4
Ghana,4.1,5.3,0.77,6,1,3,1,5,4
Ghana,3.8,5.1,0.75,6,1,5,1,5,4
Ghana,3.3,4.8,0.69,5,1,2,1,5,4
Ghana,3.1,4.3,0.72,5,2,5,1,0,5
Ghana,3.1,4.2,0.74,6,1,4,1,6,3
Ghana,3.8,5.1,0.75,6,2,5,1,6,5
Ghana,4.2,5.8,0.72,7,3,7,1,7,7
Ghana,4.3,5.5,0.78,6,1,4,1,5,4
Ghana,4,5.8,0.69,6,1,3,1,5,4
Ghana,3.2,5,0.64,6,2,5,1,6,4
Ghana,4,5.4,0.74,6,2,3,1,5,5
Ghana,3.8,4.9,0.78,6,1,5,1,6,5
Ghana,3.7,4.8,0.77,6,1,4,1,6,5
Ghana,3.9,5.8,0.67,6,1,4,1,6,6
Ghana,3.6,5.2,0.69,6,1,5,1,5,4
Ghana,4.5,5.9,0.76,7,2,4,1,6,6
Ghana,3.4,4.6,0.74,5,1,4,1,4,4
Ghana,5.1,6.7,0.76,6,1,4,1,5,4
Ghana,3.7,5.3,0.7,6,1,4,1,6,4
Ghana,2.8,4.3,0.65,5,2,6,1,5,5
Ghana,3.2,4.3,0.74,6,2,3,2,6,5
Ghana,3.9,5.6,0.7,6,2,4,1,6,5
Ghana,3.5,4.7,0.74,6,2,4,1,6,5
Ghana,3.6,5.7,0.63,5,2,4,1,5,5
Ghana,3.2,4.5,0.71,5,2,4,1,5,4
Ghana,3.7,5.4,0.69,6,2,6,2,6,4
Ghana,3.7,4.9,0.76,6,1,3,1,6,5
Ghana,3.85,6,0.64,6,2,4,1,6,5
Ghana,4,5.1,0.78,6,3,4,2,6,0
Ghana,3.5,5,0.7,6,2,4,1,5,0
Ghana,4.1,5.9,0.69,6,1,3,1,5,4
Ghana,4,5.4,0.74,6,1,2,1,5,5
Ghana,3.6,5.2,0.69,6,1,4,1,6,5
Ghana,4.1,6.1,0.67,6,2,4,2,6,5
Ghana,4,5.5,0.73,6,1,5,1,6,5
Ghana,1.8,2.3,0.78,4,1,4,1,0,0
Ghana,3.1,5,0.62,6,2,2,1,6,5
Ghana,3.6,5.2,0.69,6,2,3,2,6,5
Ghana,4.1,5.9,0.69,6,2,7,1,5,4
Ghana,3.9,6.1,0.64,6,1,4,1,5,4
Ghana,4.1,6,0.68,6,2,5,1,5,5
Ghana,4,6,0.67,6,1,3,1,5,5
